left,right,count
0.0,4.978949093420716E-4,4325
4.978949093420716E-4,9.957898186841432E-4,584
9.957898186841432E-4,0.0014936847280262147,216
0.0014936847280262147,0.0019915796373682865,123
0.0019915796373682865,0.002489474546710358,70
0.002489474546710358,0.0029873694560524295,50
0.0029873694560524295,0.0034852643653945016,38
0.0034852643653945016,0.003983159274736573,26
0.003983159274736573,0.004481054184078645,23
0.004481054184078645,0.004978949093420716,21
0.004978949093420716,0.005476844002762788,9
0.005476844002762788,0.005974738912104859,11
0.005974738912104859,0.0064726338214469315,8
0.0064726338214469315,0.006970528730789003,7
0.006970528730789003,0.007468423640131074,7
0.007468423640131074,0.007966318549473146,17
0.007966318549473146,0.008464213458815218,5
0.008464213458815218,0.00896210836815729,6
0.00896210836815729,0.00946000327749936,6
0.00946000327749936,0.009957898186841433,4
0.009957898186841433,0.010455793096183504,4
0.010455793096183504,0.010953688005525576,2
0.010953688005525576,0.011451582914867647,2
0.011451582914867647,0.011949477824209718,2
0.011949477824209718,0.01244737273355179,2
0.01244737273355179,0.012945267642893863,1
0.012945267642893863,0.013443162552235934,1
0.013443162552235934,0.013941057461578006,3
0.013941057461578006,0.014438952370920076,2
0.014438952370920076,0.014936847280262148,0
0.014936847280262148,0.01543474218960422,0
0.01543474218960422,0.01593263709894629,1
0.01593263709894629,0.016430532008288364,2
0.016430532008288364,0.016928426917630437,0
0.016928426917630437,0.017426321826972506,1
0.017426321826972506,0.01792421673631458,0
0.01792421673631458,0.01842211164565665,0
0.01842211164565665,0.01892000655499872,1
0.01892000655499872,0.019417901464340793,1
0.019417901464340793,0.019915796373682865,1
0.019915796373682865,0.020413691283024935,0
0.020413691283024935,0.020911586192367007,0
0.020911586192367007,0.02140948110170908,0
0.02140948110170908,0.021907376011051152,0
0.021907376011051152,0.022405270920393225,0
0.022405270920393225,0.022903165829735294,0
0.022903165829735294,0.023401060739077363,0
0.023401060739077363,0.023898955648419436,0
0.023898955648419436,0.02439685055776151,0
0.02439685055776151,0.02489474546710358,1
0.02489474546710358,0.025392640376445653,0
0.025392640376445653,0.025890535285787726,0
0.025890535285787726,0.0263884301951298,0
0.0263884301951298,0.026886325104471868,0
0.026886325104471868,0.02738422001381394,1
0.02738422001381394,0.027882114923156013,1
0.027882114923156013,0.02838000983249808,0
0.02838000983249808,0.02887790474184015,0
0.02887790474184015,0.029375799651182224,1
0.029375799651182224,0.029873694560524296,0
0.029873694560524296,0.03037158946986637,0
0.03037158946986637,0.03086948437920844,0
0.03086948437920844,0.03136737928855051,0
0.03136737928855051,0.03186527419789258,0
0.03186527419789258,0.032363169107234656,0
0.032363169107234656,0.03286106401657673,0
0.03286106401657673,0.0333589589259188,1
0.0333589589259188,0.033856853835260874,0
0.033856853835260874,0.03435474874460294,0
0.03435474874460294,0.03485264365394501,0
0.03485264365394501,0.035350538563287084,0
0.035350538563287084,0.03584843347262916,1
0.03584843347262916,0.03634632838197123,0
0.03634632838197123,0.0368442232913133,0
0.0368442232913133,0.037342118200655375,1
0.037342118200655375,0.03784001310999744,0
0.03784001310999744,0.03833790801933951,0
0.03833790801933951,0.038835802928681586,0
0.038835802928681586,0.03933369783802366,0
0.03933369783802366,0.03983159274736573,0
0.03983159274736573,0.0403294876567078,0
0.0403294876567078,0.04082738256604987,0
0.04082738256604987,0.04132527747539194,0
0.04132527747539194,0.041823172384734014,0
0.041823172384734014,0.04232106729407609,0
0.04232106729407609,0.04281896220341816,0
0.04281896220341816,0.04331685711276023,0
0.04331685711276023,0.043814752022102305,0
0.043814752022102305,0.04431264693144438,0
0.04431264693144438,0.04481054184078645,0
0.04481054184078645,0.045308436750128515,0
0.045308436750128515,0.04580633165947059,0
0.04580633165947059,0.04630422656881266,0
0.04630422656881266,0.046802121478154726,0
0.046802121478154726,0.0473000163874968,0
0.0473000163874968,0.04779791129683887,0
0.04779791129683887,0.048295806206180944,1
0.048295806206180944,0.04879370111552302,0
0.04879370111552302,0.04929159602486509,0
0.04929159602486509,0.04978949093420716,1
