stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id,WGS84,Israel1993,yx,y,x,betweeness,log-betweeness,central
13802,26066,כיכר הרב פרדס/שלם,רחוב: כיכר הרב פרדס עיר: רמת גן רציף:  קומה:,32.049928,34.815069,0,,26066,POINT (34.815069 32.049928),POINT (182676.27330132632 661913.9027280967),[661913.9027280967 182676.27330132632],661913.9027280967,182676.27330132632,6.274367975952617E-4,-7.373867612994759,false
13803,26070,עודד/אלוף דוד,רחוב: עודד 10 עיר: תל אביב יפו רציף:  קומה:,32.056774,34.811377,0,,26070,POINT (34.811377 32.056774),POINT (182330.35119554828 662674.3193744391),[662674.3193744391 182330.35119554828],662674.3193744391,182330.35119554828,1.0673525350047387E-4,-9.145159055908604,false
13804,26071,עודד/אלוף דוד,רחוב: עודד 3 עיר: רמת גן רציף:  קומה:,32.057488,34.811478,0,,26071,POINT (34.811478 32.057488),POINT (182340.17758706302 662753.4601533253),[662753.4601533253 182340.17758706302],662753.4601533253,182340.17758706302,1.8164051918683876E-4,-8.613480993409834,false
13805,26072,המאבק/עמישב,רחוב: המאבק 102 עיר: גבעתיים רציף:  קומה:,32.059565,34.810652,0,,26072,POINT (34.810652 32.059565),POINT (182263.01377692024 662984.0632039742),[662984.0632039742 182263.01377692024],662984.0632039742,182263.01377692024,3.782299759965496E-4,-7.880008145238941,false
13806,26073,המאבק/עמישב,רחוב: המאבק 61 עיר: גבעתיים רציף:  קומה:,32.059521,34.810751,0,,26073,POINT (34.810751 32.059521),POINT (182272.34493713017 662979.1499299941),[662979.1499299941 182272.34493713017],662979.1499299941,182272.34493713017,3.4088183656501303E-4,-7.9839746610700075,false
13807,26074,המאבק/כ''ג,רחוב: המאבק 60 עיר: גבעתיים רציף:  קומה:,32.062389,34.810368,0,,26074,POINT (34.810368 32.062389),POINT (182237.33806503523 663297.3148684178),[663297.3148684178 182237.33806503523],663297.3148684178,182237.33806503523,1.586978583655696E-4,-8.748508425383902,false
13808,26075,המאבק/כ''ג,רחוב: המאבק 37 עיר: גבעתיים רציף:  קומה:,32.062575,34.810416,0,,26075,POINT (34.810416 32.062575),POINT (182241.94606565515 663317.9238888236),[663317.9238888236 182241.94606565515],663317.9238888236,182241.94606565515,1.8583952891054232E-4,-8.59062700442493,false
13809,26078,אלוף דוד/המאה ואחד,רחוב: אלוף דוד 8 עיר: רמת גן רציף:  קומה:,32.057677,34.812783,0,,26078,POINT (34.812783 32.057677),POINT (182463.4926976664 662773.9704082198),[662773.9704082198 182463.4926976664],662773.9704082198,182463.4926976664,0.0,-Infinity,false
13810,26080,אלוף שדה/עודד,רחוב: אלוף שדה עיר: רמת גן רציף:  קומה:,32.058589,34.812816,0,,26080,POINT (34.812816 32.058589),POINT (182466.976054954 662875.090853467),[662875.090853467 182466.976054954],662875.090853467,182466.976054954,5.400896591274628E-4,-7.523775396767082,false
13811,26084,ביה''ס יגאל אלון/הרב הרצוג,רחוב: הרב הרצוג 12 עיר: גבעתיים רציף:  קומה:,32.062937,34.814362,0,,26084,POINT (34.814362 32.062937),POINT (182614.71522677495 663356.7123522103),[663356.7123522103 182614.71522677495],663356.7123522103,182614.71522677495,1.4496690143023453E-4,-8.83900510759873,false
13812,26087,ד. השלום/רבין,רחוב: דרך השלום עיר: גבעתיים רציף:  קומה:,32.06662,34.802891,0,,26087,POINT (34.802891 32.06662),POINT (181533.02304363722 663769.0943576256),[663769.0943576256 181533.02304363722],663769.0943576256,181533.02304363722,1.909800733415172E-4,-8.563341463415078,false
13813,26089,דרך השלום/חביבה רייק,רחוב: דרך השלום 34 עיר: תל אביב יפו רציף:  קומה:,32.069918,34.802079,0,,26089,POINT (34.802079 32.069918),POINT (181457.7123713579 664135.0962696478),[664135.0962696478 181457.7123713579],664135.0962696478,181457.7123713579,1.5611285616635003E-4,-8.764931375305338,false
13814,26091,ב. עלמין נחלת יצחק/רמב''ם,רחוב: רמב''ם 5 עיר: גבעתיים רציף:  קומה:,32.070507,34.802554,0,,26091,POINT (34.802554 32.070507),POINT (181502.80675130163 664200.2435198019),[664200.2435198019 181502.80675130163],664200.2435198019,181502.80675130163,2.1511134135626116E-4,-8.444354797110025,false
13815,26092,בית העלמין/רמב''ם,רחוב: רמב''ם 3 עיר: גבעתיים רציף:  קומה:,32.070995,34.802154,0,,26092,POINT (34.802154 32.070995),POINT (181465.2394393041 664254.4987782994),[664254.4987782994 181465.2394393041],664254.4987782994,181465.2394393041,1.203437886041643E-5,-11.327743099160728,false
13816,26093,דרך יצחק רבין/דרך השלום,רחוב: דרך יצחק רבין 34 עיר: גבעתיים רציף:  קומה:,32.066064,34.80419,0,,26093,POINT (34.80419 32.066064),POINT (181655.45464512278 663706.9836227725),[663706.9836227725 181655.45464512278],663706.9836227725,181655.45464512278,4.202794597157667E-4,-7.7745906876785345,false
13817,26094,דרך יצחק רבין/אילת,רחוב: דרך יצחק רבין 39 עיר: גבעתיים רציף:  קומה:,32.066382,34.805715,0,,26094,POINT (34.805715 32.066382),POINT (181799.58655764113 663741.7135840023),[663741.7135840023 181799.58655764113],663741.7135840023,181799.58655764113,6.683637431183283E-4,-7.310678007001671,false
13818,26096,דרך יצחק רבין/רביבים,רחוב: דרך יצחק רבין 78 עיר: גבעתיים רציף:  קומה:,32.066351,34.807705,0,,26096,POINT (34.807705 32.066351),POINT (181987.4835414699 663737.583335108),[663737.583335108 181987.4835414699],663737.583335108,181987.4835414699,4.142125403529359E-4,-7.789131333379653,false
13819,26097,רמב''ם/אילת,רחוב: רמב''ם 31 עיר: גבעתיים רציף:  קומה:,32.070451,34.805756,0,,26097,POINT (34.805756 32.070451),POINT (181805.12535436568 664192.9119170057),[664192.9119170057 181805.12535436568],664192.9119170057,181805.12535436568,3.7683387010958695E-4,-7.883706130475957,false
13820,26098,רמב''ם/אילת,רחוב: רמב''ם 28 עיר: גבעתיים רציף:  קומה:,32.070466,34.807074,0,,26098,POINT (34.807074 32.070466),POINT (181929.5806869864 664194.1161492696),[664194.1161492696 181929.5806869864],664194.1161492696,181929.5806869864,8.83728009196439E-5,-9.333946317568946,false
13821,26099,נחלת יצחק/עליית הנוער,רחוב: נחלת יצחק 38 עיר: תל אביב יפו רציף:  קומה:,32.07381,34.800651,0,,26099,POINT (34.800651 32.07381),POINT (181324.49118074428 664567.1854243078),[664567.1854243078 181324.49118074428],664567.1854243078,181324.49118074428,2.155654790972535E-5,-10.744830940247724,false
13822,26100,עליית הנוער/נחלת יצחק,רחוב: עליית הנוער 35 עיר: גבעתיים רציף:  קומה:,32.074097,34.801249,0,,26100,POINT (34.801249 32.074097),POINT (181381.07289457266 664598.799792462),[664598.799792462 181381.07289457266],664598.799792462,181381.07289457266,3.9127980898882663E-4,-7.846087629903332,false
13824,26107,תלמה ילין/בורוכוב,רחוב: בורוכוב 7 עיר: גבעתיים רציף:  קומה:,32.077945,34.802974,0,,26107,POINT (34.802974 32.077945),POINT (181545.53381563205 665024.8988146405),[665024.8988146405 181545.53381563205],665024.8988146405,181545.53381563205,5.51414684654874E-4,-7.503023428146178,false
13825,26110,בורוכוב/קק''ל,רחוב: בורוכוב 25 עיר: גבעתיים רציף:  קומה:,32.078368,34.805349,0,,26110,POINT (34.805349 32.078368),POINT (181769.9431707039 665070.9733695365),[665070.9733695365 181769.9431707039],665070.9733695365,181769.9431707039,3.9858299852288826E-4,-7.827594804073447,false
13826,26111,קק''ל/גורדון,רחוב: קרן קיימת לישראל 25 עיר: גבעתיים רציף:  קומה:,32.076479,34.806395,0,,26111,POINT (34.806395 32.076479),POINT (181867.92789483245 664861.1363812896),[664861.1363812896 181867.92789483245],664861.1363812896,181867.92789483245,2.4877548473551585E-4,-8.298959735975284,false
13827,26112,מנורה/רביבים,רחוב: מנורה 13 עיר: גבעתיים רציף:  קומה:,32.064201,34.808773,0,,26112,POINT (34.808773 32.064201),POINT (182087.4573162201 663498.7990367609),[663498.7990367609 182087.4573162201],663498.7990367609,182087.4573162201,4.161136358628649E-5,-10.087137264867424,false
13828,26117,גולומב/ויצמן,רחוב: גולומב 7 עיר: גבעתיים רציף:  קומה:,32.069191,34.809472,0,,26117,POINT (34.809472 32.069191),POINT (182155.48883286567 664051.899570886),[664051.899570886 182155.48883286567],664051.899570886,182155.48883286567,2.741151740784339E-4,-8.201962196543773,false
13829,26119,ויצמן/רמב''ם,רחוב: וייצמן 32 עיר: גבעתיים רציף:  קומה:,32.07147,34.808535,0,,26119,POINT (34.808535 32.07147),POINT (182067.94087183118 664304.9428805355),[664304.9428805355 182067.94087183118],664304.9428805355,182067.94087183118,2.590526759723733E-4,-8.258479134811363,false
13830,26120,הרב הרצוג/קפלנסקי,רחוב: קפלנסקי 3 עיר: גבעתיים רציף:  קומה:,32.06444,34.814827,0,,26120,POINT (34.814827 32.06444),POINT (182659.22715581508 663523.2216388925),[663523.2216388925 182659.22715581508],663523.2216388925,182659.22715581508,4.854638433265162E-6,-12.23557593206012,false
13831,26121,ריינס/הכנסת,רחוב: ריינס 24 עיר: גבעתיים רציף:  קומה:,32.068378,34.812034,0,,26121,POINT (34.812034 32.068378),POINT (182397.0753335447 663960.8630568977),[663960.8630568977 182397.0753335447],663960.8630568977,182397.0753335447,1.8409377769355376E-4,-8.600065268810527,false
13833,26123,גולומב/בראשית,רחוב: גולומב 54 עיר: גבעתיים רציף:  קומה:,32.069169,34.81469,0,,26123,POINT (34.81469 32.069169),POINT (182648.18462457455 664047.6682150279),[664047.6682150279 182648.18462457455],664047.6682150279,182648.18462457455,3.158818248554212E-4,-8.060142386298836,false
13834,26127,כצנלסון/ויצמן,רחוב: כצנלסון 54 עיר: גבעתיים רציף:  קומה:,32.075176,34.807975,0,,26127,POINT (34.807975 32.075176),POINT (182016.57502175745 664716.0967849405),[664716.0967849405 182016.57502175745],664716.0967849405,182016.57502175745,4.2130244219123136E-4,-7.772159592197549,false
13835,26129,כצנלסון/ויצמן,רחוב: כצנלסון 69 עיר: גבעתיים רציף:  קומה:,32.075525,34.80926,0,,26129,POINT (34.80926 32.075525),POINT (182138.04379763835 664754.3523490881),[664754.3523490881 182138.04379763835],664754.3523490881,182138.04379763835,2.2765489003354533E-4,-8.387679715924198,false
13836,26130,גן הזיכרון/כצנלסון,רחוב: כצנלסון 82 עיר: גבעתיים רציף:  קומה:,32.075625,34.810752,0,,26130,POINT (34.810752 32.075625),POINT (182278.95522808426 664764.9262976728),[664764.9262976728 182278.95522808426],664764.9262976728,182278.95522808426,2.4013544351809363E-4,-8.334307445814666,false
13837,26131,גורדון/המעורר,רחוב: גורדון 9 עיר: גבעתיים רציף:  קומה:,32.07657,34.808117,0,,26131,POINT (34.808117 32.07657),POINT (182030.55029832397 664870.6287611461),[664870.6287611461 182030.55029832397],664870.6287611461,182030.55029832397,1.1553111032611744E-4,-9.065970710798682,false
13838,26133,כיכר נח/כצנלסון,רחוב: כצנלסון 111 עיר: גבעתיים רציף:  קומה:,32.07702,34.81372,0,,26133,POINT (34.81372 32.07702),POINT (182559.74644526799 664918.5995282328),[664918.5995282328 182559.74644526799],664918.5995282328,182559.74644526799,2.2846181922607533E-4,-8.384141454694138,false
13839,26135,כצנלסון/סירקין,רחוב: כצנלסון 118 עיר: גבעתיים רציף:  קומה:,32.076926,34.815073,0,,26135,POINT (34.815073 32.076926),POINT (182687.45363386412 664907.7139144221),[664907.7139144221 182687.45363386412],664907.7139144221,182687.45363386412,1.271515584591004E-4,-8.97013080931636,false
13840,26136,סירקין/ביאליק,רחוב: סירקין 12 עיר: גבעתיים רציף:  קומה:,32.077704,34.814717,0,,26136,POINT (34.814717 32.077704),POINT (182654.1532157122 664994.1080328688),[664994.1080328688 182654.1532157122],664994.1080328688,182654.1532157122,5.523818793475829E-5,-9.80385603345945,false
13841,26137,סירקין/ביאליק,רחוב: סירקין 13 עיר: גבעתיים רציף:  קומה:,32.078002,34.814765,0,,26137,POINT (34.814765 32.078002),POINT (182658.80452829352 665027.137003217),[665027.137003217 182658.80452829352],665027.137003217,182658.80452829352,1.4255111243371271E-4,-8.855809938821853,false
13842,26138,ארלוזורוב/ביאליק,רחוב: ארלוזורוב 6 עיר: רמת גן רציף:  קומה:,32.079323,34.814189,0,,26138,POINT (34.814189 32.079323),POINT (182604.95149842964 665173.8198731666),[665173.8198731666 182604.95149842964],665173.8198731666,182604.95149842964,7.345184951471049E-5,-9.51888047506631,false
13843,26140,קריניצי/ביאליק,רחוב: קריניצי 10 עיר: רמת גן רציף:  קומה:,32.079296,34.815753,0,,26140,POINT (34.815753 32.079296),POINT (182752.60358766635 665170.292644707),[665170.292644707 182752.60358766635],665170.292644707,182752.60358766635,1.9094387957146788E-4,-8.563530997325595,false
13844,26142,אצטדיון וינטר,רחוב:   עיר: רמת גן רציף:  קומה:,32.0476,34.816389,0,,26142,POINT (34.816389 32.0476),POINT (182800.01116394 661655.3021439001),[661655.3021439001 182800.01116394],661655.3021439001,182800.01116394,1.4099107366112312E-5,-11.16939906995207,false
13845,26143,עזריאל/גבעתי,רחוב: עזריאל 3 עיר: רמת גן רציף:  קומה:,32.050386,34.816379,0,,26143,POINT (34.816379 32.050386),POINT (182800.17726060012 661964.2448027168),[661964.2448027168 182800.17726060012],661964.2448027168,182800.17726060012,1.85536079759796E-4,-8.59226119477666,false
13846,26144,עזריאל/גבעתי,רחוב: עזריאל עיר: רמת גן רציף:  קומה:,32.050482,34.817367,0,,26144,POINT (34.817367 32.050482),POINT (182893.5254415566 661974.5552230706),[661974.5552230706 182893.5254415566],661974.5552230706,182893.5254415566,2.5861228537706895E-5,-10.562765678490416,false
13847,26145,אלוף דוד/גבעתי,רחוב: אלוף דוד 140 עיר: רמת גן רציף:  קומה:,32.05342,34.817444,0,,26145,POINT (34.817444 32.05342),POINT (182901.96560232717 662300.3238121038),[662300.3238121038 182901.96560232717],662300.3238121038,182901.96560232717,4.112593773550232E-5,-10.098871547059618,false
13848,26146,שלום עליכם/גבעתי,רחוב: שלום עליכם 18 עיר: רמת גן רציף:  קומה:,32.051942,34.818192,0,,26146,POINT (34.818192 32.051942),POINT (182972.02040742696 662136.175431617),[662136.175431617 182972.02040742696],662136.175431617,182972.02040742696,2.4380398554149784E-6,-12.924316179452687,false
13849,26147,יהדות פילדלפיה/עזריאל,רחוב: עזריאל 26 עיר: רמת גן רציף:  קומה:,32.051677,34.819463,0,,26147,POINT (34.819463 32.051677),POINT (183091.95103177772 662106.360789367),[662106.360789367 183091.95103177772],662106.360789367,183091.95103177772,1.2693956337650014E-4,-8.97179946369719,false
13850,26148,יהדות פילדלפיה/עזריאל,רחוב: עזריאל 26 עיר: רמת גן רציף:  קומה:,32.051771,34.819522,0,,26148,POINT (34.819522 32.051771),POINT (183097.5602790053 662116.7645718148),[662116.7645718148 183097.5602790053],662116.7645718148,183097.5602790053,1.3731582802685489E-5,-11.195812064225233,false
13851,26149,שלום עליכם/סן מרטין,רחוב: שלום עליכם 38 עיר: רמת גן רציף:  קומה:,32.052509,34.820763,0,,26149,POINT (34.820763 32.052509),POINT (183215.05355038322 662198.1840806477),[662198.1840806477 183215.05355038322],662198.1840806477,183215.05355038322,1.5004196766721216E-4,-8.804595518552308,false
13852,26150,רזיאל/אלוף דוד,רחוב: רזיאל 39 עיר: רמת גן רציף:  קומה:,32.054099,34.823116,0,,26150,POINT (34.823116 32.054099),POINT (183437.8963960155 662373.711623961),[662373.711623961 183437.8963960155],662373.711623961,183437.8963960155,1.960406231672782E-4,-8.537188659151822,false
13853,26151,כפר המכביה/ברנשטיין,רחוב: פרץ ברנשטיין עיר: רמת גן רציף:  קומה:,32.053915,34.824428,0,,26151,POINT (34.824428 32.053915),POINT (183561.7291607803 662352.8708906766),[662352.8708906766 183561.7291607803],662352.8708906766,183561.7291607803,6.192890284774937E-5,-9.68952355917722,false
13855,26154,תיכון בליך/המאה ואחד,רחוב: המאה ואחד 24 עיר: רמת גן רציף:  קומה:,32.056295,34.818307,0,,26154,POINT (34.818307 32.056295),POINT (182984.60803208116 662618.840654367),[662618.840654367 182984.60803208116],662618.840654367,182984.60803208116,0.0,-Infinity,false
13856,26156,מסוף כורזין,רחוב: כורזין 6 עיר: גבעתיים רציף:  קומה:,32.059937,34.816488,0,,26156,POINT (34.816488 32.059937),POINT (182814.27840352326 663023.3182665181),[663023.3182665181 182814.27840352326],663023.3182665181,182814.27840352326,1.674413593150354E-4,-8.694877361637818,false
13857,26158,הרב הרצוג/טבנקין,רחוב: הרב הרצוג 38 עיר: גבעתיים רציף:  קומה:,32.061674,34.818635,0,,26158,POINT (34.818635 32.061674),POINT (183017.71576762022 663215.2075281815),[663215.2075281815 183017.71576762022],663215.2075281815,183017.71576762022,1.781613814950748E-4,-8.632820780807043,false
13858,26159,קפלנסקי/הרב הרצוג,רחוב: קפלנסקי 47 עיר: גבעתיים רציף:  קומה:,32.062628,34.818695,0,,26159,POINT (34.818695 32.062628),POINT (183023.75982588076 663320.9764453049),[663320.9764453049 183023.75982588076],663320.9764453049,183023.75982588076,1.3364522318935839E-5,-11.222906950206598,false
13861,26162,רזיאל/זכריה,רחוב: רזיאל 23 עיר: רמת גן רציף:  קומה:,32.056,34.822659,0,,26162,POINT (34.822659 32.056),POINT (183395.4831950041 662584.6660233678),[662584.6660233678 183395.4831950041],662584.6660233678,183395.4831950041,5.533848514641728E-4,-7.499456864560067,false
13862,26165,הרא''ה/דרך יצחק רבין,רחוב: הרא''ה 299 עיר: רמת גן רציף:  קומה:,32.061889,34.821958,0,,26165,POINT (34.821958 32.061889),POINT (183331.59686402587 663237.9318692788),[663237.9318692788 183331.59686402587],663237.9318692788,183331.59686402587,6.865327276570183E-4,-7.283856660684978,false
13863,26166,הרא''ה/דרך יצחק רבין,רחוב: הרא''ה 262 עיר: רמת גן רציף:  קומה:,32.061914,34.821781,0,,26166,POINT (34.821781 32.061914),POINT (183314.89232100573 663240.7633769454),[663240.7633769454 183314.89232100573],663240.7633769454,183314.89232100573,0.001856701483359319,-6.288953761628714,true
13864,26167,ברנשטיין/אלוף שדה,רחוב: פרץ ברנשטיין 22 עיר: רמת גן רציף:  קומה:,32.056456,34.827039,0,,26167,POINT (34.827039 32.056456),POINT (183809.29636391878 662633.7770944664),[662633.7770944664 183809.29636391878],662633.7770944664,183809.29636391878,3.056947607960116E-4,-8.092923467598348,false
13865,26168,ברנשטיין/אלוף שדה,רחוב: פרץ ברנשטיין 8 עיר: רמת גן רציף:  קומה:,32.057417,34.827413,0,,26168,POINT (34.827413 32.057417),POINT (183844.9880855965 662740.218920222),[662740.218920222 183844.9880855965],662740.218920222,183844.9880855965,4.081608180036888E-4,-7.803849299447711,false
13866,26171,משה דיין/קרל נטר,רחוב: משה דיין 14 עיר: רמת גן רציף:  קומה:,32.061924,34.82427,0,,26171,POINT (34.82427 32.061924),POINT (183549.9361237336 663241.0415382992),[663241.0415382992 183549.9361237336],663241.0415382992,183549.9361237336,5.6533021437307207E-5,-9.780685640318564,false
13867,26172,משה דיין/קרל נטר,רחוב: משה דיין 19 עיר: רמת גן רציף:  קומה:,32.061796,34.82537,0,,26172,POINT (34.82537 32.061796),POINT (183653.7608459787 663226.4821950389),[663226.4821950389 183653.7608459787],663226.4821950389,183653.7608459787,4.25402526499615E-4,-7.762474716100553,false
13868,26174,משה דיין/הירדן,רחוב: משה דיין 41 עיר: רמת גן רציף:  קומה:,32.061571,34.827921,0,,26174,POINT (34.827921 32.061571),POINT (183894.56870385428 663200.688580805),[663200.688580805 183894.56870385428],663200.688580805,183894.56870385428,1.9484318013143816E-4,-8.54331552740057,false
13869,26175,משה דיין/הירדן,רחוב: משה דיין 46 עיר: רמת גן רציף:  קומה:,32.061416,34.827941,0,,26175,POINT (34.827941 32.061416),POINT (183896.39737288273 663183.4940331265),[663183.4940331265 183896.39737288273],663183.4940331265,183896.39737288273,0.0,-Infinity,false
13870,26178,בן אליעזר/הירדן,רחוב: אריה בן אליעזר 67 עיר: רמת גן רציף:  קומה:,32.061362,34.828984,0,,26178,POINT (34.828984 32.061362),POINT (183994.86905517802 663177.1628189262),[663177.1628189262 183994.86905517802],663177.1628189262,183994.86905517802,3.885757880810625E-4,-7.853022328466217,false
13871,26180,נווה יהושע/סטופ,רחוב: נווה יהושע 19 עיר: רמת גן רציף:  קומה:,32.060008,34.83117,0,,26180,POINT (34.83117 32.060008),POINT (184200.77805160152 663026.3016147726),[663026.3016147726 184200.77805160152],663026.3016147726,184200.77805160152,2.6608995633195047E-5,-10.534261217648101,false
13872,26181,סטופ/נווה יהושע,רחוב: סטופ עיר: רמת גן רציף:  קומה:,32.059463,34.831346,0,,26181,POINT (34.831346 32.059463),POINT (184217.18939202814 662965.8090898081),[662965.8090898081 184217.18939202814],662965.8090898081,184217.18939202814,1.3416974943315755E-4,-8.91640477289619,false
13873,26182,פנחס רוטנברג/בן אליעזר,רחוב: פנחס רוטנברג 87 עיר: רמת גן רציף:  קומה:,32.06353,34.832247,0,,26182,POINT (34.832247 32.06353),POINT (184303.8298217703 663416.505044438),[663416.505044438 184303.8298217703],663416.505044438,184303.8298217703,1.8446797944721338E-5,-10.90061975567146,false
13874,26183,ריינס/דרך בן גוריון,רחוב: ריינס 66 עיר: גבעתיים רציף:  קומה:,32.06837,34.816383,0,,26183,POINT (34.816383 32.06837),POINT (182807.7258502905 663958.4906812119),[663958.4906812119 182807.7258502905],663958.4906812119,182807.7258502905,3.0911815711014075E-4,-8.08178696868751,false
13875,26184,דרך בן גוריון/גולומב,רחוב: דרך בן גוריון 230 עיר: גבעתיים רציף:  קומה:,32.069452,34.817144,0,,26184,POINT (34.817144 32.069452),POINT (182880.01386223728 664078.2157329513),[664078.2157329513 182880.01386223728],664078.2157329513,182880.01386223728,3.3634618883081097E-4,-7.997369604519213,false
13876,26185,דרך בן גוריון/כנפי נשרים,רחוב: דרך בן גוריון 220 עיר: גבעתיים רציף:  קומה:,32.070669,34.81761,0,,26185,POINT (34.81761 32.070669),POINT (182924.49919337902 664213.0113237874),[664213.0113237874 182924.49919337902],664213.0113237874,182924.49919337902,2.012870506032743E-4,-8.510778556233847,false
13877,26186,דרך בן גוריון/כנפי נשרים,רחוב: דרך בן גוריון 219 עיר: רמת גן רציף:  קומה:,32.071101,34.818075,0,,26186,POINT (34.818075 32.071101),POINT (182968.577206332 664260.7585893264),[664260.7585893264 182968.577206332],664260.7585893264,182968.577206332,5.105738807841951E-4,-7.579975208432798,false
13878,26187,עוזיאל/פנחס רוטנברג,רחוב: עוזיאל 130 עיר: רמת גן רציף:  קומה:,32.064679,34.820443,0,,26187,POINT (34.820443 32.064679),POINT (183189.63410316274 663547.8233954139),[663547.8233954139 183189.63410316274],663547.8233954139,183189.63410316274,2.2081480172855537E-4,-8.418186208994092,false
13879,26188,הרא''ה/פנחס רוטנברג,רחוב: הרא''ה 240 עיר: רמת גן רציף:  קומה:,32.063607,34.823418,0,,26188,POINT (34.823418 32.063607),POINT (183470.13950115387 663427.953335434),[663427.953335434 183470.13950115387],663427.953335434,183470.13950115387,7.010885025606247E-4,-7.262876427029131,false
13880,26189,הרא''ה/פנחס רוטנברג,רחוב: הרא''ה 269 עיר: רמת גן רציף:  קומה:,32.064462,34.823681,0,,26189,POINT (34.823681 32.064462),POINT (183495.30906612368 663522.6767275052),[663522.6767275052 183495.30906612368],663522.6767275052,183495.30906612368,5.344326407081459E-4,-7.53430485843766,false
13881,26190,הרא''ה/חד נס,רחוב: הרא''ה 259 עיר: רמת גן רציף:  קומה:,32.065583,34.823892,0,,26190,POINT (34.823892 32.065583),POINT (183515.67195162736 663646.9142850764),[663646.9142850764 183515.67195162736],663646.9142850764,183515.67195162736,7.01194283379684E-5,-9.565310650568996,false
13882,26191,הרא''ה/חד נס,רחוב: הרא''ה עיר: רמת גן רציף:  קומה:,32.066641,34.824088,0,,26191,POINT (34.824088 32.066641),POINT (183534.59334012456 663764.1708132721),[663764.1708132721 183534.59334012456],663764.1708132721,183534.59334012456,2.3446781199108622E-4,-8.358192241797411,false
13883,26192,עוזיאל/טרומן,רחוב: עוזיאל 108 עיר: רמת גן רציף:  קומה:,32.067943,34.821594,0,,26192,POINT (34.821594 32.067943),POINT (183299.60569156066 663909.3827188836),[663909.3827188836 183299.60569156066],663909.3827188836,183299.60569156066,1.1390069820239889E-5,-11.382768650564367,false
13884,26193,עוזיאל/טרומן,רחוב: עוזיאל 113 עיר: רמת גן רציף:  קומה:,32.068392,34.821864,0,,26193,POINT (34.821864 32.068392),POINT (183325.2770603277 663959.0819886344),[663959.0819886344 183325.2770603277],663959.0819886344,183325.2770603277,2.192218140089334E-5,-10.728011584371782,false
13885,26195,כצנלסון/דרך בן גוריון,רחוב: כצנלסון 143 עיר: גבעתיים רציף:  קומה:,32.07566,34.81724,0,,26195,POINT (34.81724 32.07566),POINT (182891.54932270103 664766.5902244106),[664766.5902244106 182891.54932270103],664766.5902244106,182891.54932270103,1.5466474949131197E-4,-8.774250690013265,false
13886,26196,כצנלסון/דרך בן גוריון,רחוב: כצנלסון 150 עיר: גבעתיים רציף:  קומה:,32.07533,34.8175,0,,26196,POINT (34.8175 32.07533),POINT (182915.96657343552 664729.9083207881),[664729.9083207881 182915.96657343552],664729.9083207881,182915.96657343552,1.449019602867862E-4,-8.839453180179898,false
13887,26197,דרך בן גוריון/הרכסים,רחוב: דרך בן גוריון 199 עיר: רמת גן רציף:  קומה:,32.073291,34.818463,0,,26197,POINT (34.818463 32.073291),POINT (183006.08181542414 664503.4771971761),[664503.4771971761 183006.08181542414],664503.4771971761,183006.08181542414,4.058322401027131E-4,-7.80957068547135,false
13888,26198,דרך בן גוריון/שד' ירושלים,רחוב: דרך בן גוריון 188 עיר: גבעתיים רציף:  קומה:,32.07396,34.818298,0,,26198,POINT (34.818298 32.07396),POINT (182990.76809257318 664577.7185735632),[664577.7185735632 182990.76809257318],664577.7185735632,182990.76809257318,1.0366595630594489E-4,-9.174336786830857,false
13889,26199,שד' ירושלים/דרך בן גוריון,רחוב: שדרות ירושלים 3 עיר: רמת גן רציף:  קומה:,32.07487,34.819256,0,,26199,POINT (34.819256 32.07487),POINT (183081.5819023049 664678.3053986961),[664678.3053986961 183081.5819023049],664678.3053986961,183081.5819023049,5.44233354831075E-6,-12.121302627987392,false
13890,26200,שד' ירושלים/דרך בן גוריון,רחוב: שדרות ירושלים 7 עיר: רמת גן רציף:  קומה:,32.074845,34.819899,0,,26200,POINT (34.819899 32.074845),POINT (183142.28289672112 664675.316542497),[664675.316542497 183142.28289672112],664675.316542497,183142.28289672112,4.015538982120333E-5,-10.122753884459046,false
13891,26201,בן גוריון/ כצנלסון,רחוב: דרך בן גוריון 165 עיר: רמת גן רציף:  קומה:,32.076395,34.819015,0,,26201,POINT (34.819015 32.076395),POINT (183059.43134476256 664847.4944588476),[664847.4944588476 183059.43134476256],664847.4944588476,183059.43134476256,2.3461810126916243E-4,-8.357551466711355,false
13892,26202,בן גוריון/המעגל,רחוב: דרך בן גוריון 172 עיר: גבעתיים רציף:  קומה:,32.076432,34.8188,0,,26202,POINT (34.8188 32.076432),POINT (183039.14644496067 664851.669954182),[664851.669954182 183039.14644496067],664851.669954182,183039.14644496067,1.798850938429298E-4,-8.623192278456656,false
13893,26203,בן גוריון/ סירקין,רחוב: דרך בן גוריון 141 עיר: גבעתיים רציף:  קומה:,32.078702,34.819613,0,,26203,POINT (34.819613 32.078702),POINT (183116.8051540356 665103.1169846868),[665103.1169846868 183116.8051540356],665103.1169846868,183116.8051540356,2.352835257130097E-4,-8.354719278651409,false
